sexo,edad,pobreza,y1,ytotcorh,ytot,y2_hrs,tot_per,n_ocupados,n_desocupados,v19,pobreza_sinte,asiste2,esc,educ,activ,activ2,ocup_inf,sist_salud,expr
Hombre,12,Pobres extremos,,380000,,,7,1,0,6e+05,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,381
Hombre,24,Pobres extremos,,380000,,,7,1,0,6e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,381
Hombre,45,No pobres,450000,933333,533333,180,2,2,0,5e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,151
Mujer,45,No pobres,4e+05,933333,4e+05,192,2,2,0,5e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,151
Mujer,13,Pobres extremos,,67917,,,3,1,0,3e+05,Pobres extremos sin transferencia Covid,Asiste,,Básica completa,,,,FONASA,170
Mujer,20,Pobres extremos,,67917,,,3,1,0,3e+05,Pobres extremos sin transferencia Covid,Asiste,13,Profesional incompleto,Inactivos,Inactivos,,FONASA,170
Mujer,41,Pobres extremos,,67917,67917,,3,1,0,3e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,170
Mujer,44,No pobres,,416480,116480,,3,1,0,160000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,191
Hombre,33,No pobres,3e+05,416480,3e+05,160,3,1,0,160000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,191
Mujer,42,No pobres,,1021688,83378,,5,2,0,380000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Inactivos,Inactivos,,FONASA,234
Mujer,63,No pobres,5e+05,1021688,620000,210,5,2,0,380000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,234
Hombre,37,No pobres,280000,1021688,280000,200,5,2,0,380000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,234
Hombre,46,Pobres no extremos,,250000,250000,,2,1,0,250000,Pobres no extremos sin transferencia Covid,No asiste,13,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,202
Mujer,50,Pobres no extremos,,250000,,,2,1,0,250000,Pobres no extremos sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Inactivos,Inactivos,,FONASA,202
Mujer,43,No pobres,,482143,455833,,3,1,0,170000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,340
Mujer,17,No pobres,,482143,13155,,3,1,0,170000,No pobres sin transferencia Covid,Asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,340
Hombre,56,No pobres,,1178015,,,4,2,1,3e+05,No pobres sin transferencia Covid,No asiste,16,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,206
Mujer,32,No pobres,,1178015,,,4,2,1,3e+05,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,206
Mujer,65,No pobres,,1178015,,,4,2,1,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,206
Hombre,25,No pobres,6e+05,1953333,6e+05,180,4,2,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,211
Mujer,60,No pobres,,1953333,3333,,4,2,0,350000,No pobres sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,211
Mujer,33,No pobres,,1953333,1e+06,,4,2,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,211
Mujer,59,No pobres,320000,819299,631116,160,4,2,1,450000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,149
Hombre,52,No pobres,380000,871727,410000,180,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,102
Mujer,24,No pobres,,871727,,,4,2,0,3e+05,No pobres sin transferencia Covid,Asiste,17,Profesional incompleto,Inactivos,Inactivos,,FONASA,102
Mujer,50,No pobres,380000,871727,461727,180,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,102
Mujer,21,No pobres,,871727,,,4,2,0,3e+05,No pobres sin transferencia Covid,Asiste,13,Profesional incompleto,Inactivos,Inactivos,,FONASA,102
Hombre,31,No pobres,,1057501,525834,,2,1,1,225000,No pobres sin transferencia Covid,No asiste,16,Profesional completo,Desocupados,Desocupados,,FONASA,102
Mujer,44,No pobres,,1057501,531667,,2,1,1,225000,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,102
Mujer,40,No pobres,5e+05,1164492,514492,160,4,2,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,104
Hombre,35,No pobres,650000,1164492,650000,160,4,2,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,104
Hombre,34,No pobres,,681698,,,3,2,0,4e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,104
Mujer,34,No pobres,,681698,,,3,2,0,4e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,104
Mujer,13,No pobres,,418333,,,3,1,0,250000,No pobres sin transferencia Covid,Asiste,,Básica completa,,,,FONASA,233
Mujer,30,No pobres,390000,418333,418333,220,3,1,0,250000,No pobres sin transferencia Covid,No asiste,9,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,233
Hombre,9,No pobres,,418333,,,3,1,0,250000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,233
Mujer,49,No pobres,3700000,6925000,3783333,,3,2,0,6e+05,No pobres sin transferencia Covid,No asiste,18,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,378
Mujer,64,Pobres extremos,,0,,,3,1,0,250000,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,169
Hombre,20,Pobres extremos,,0,,,3,1,0,250000,Pobres extremos sin transferencia Covid,Asiste,13,Técnico nivel superior incompleta,Inactivos,Inactivos,,FONASA,169
Mujer,38,Pobres extremos,,0,,,3,1,0,250000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,169
Mujer,42,No pobres,,3e+05,,,2,1,1,150000,No pobres sin transferencia Covid,No asiste,9,Media humanista incompleta,Desocupados,Desocupados,,FONASA,214
Hombre,17,Pobres no extremos,,4e+05,,,5,1,0,260000,Pobres no extremos sin transferencia Covid,Asiste,11,Media humanista incompleta,Inactivos,Inactivos,,FONASA,214
Mujer,33,Pobres no extremos,,4e+05,4e+05,,5,1,0,260000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",Sí,FONASA,214
Hombre,15,Pobres no extremos,,4e+05,,,5,1,0,260000,Pobres no extremos sin transferencia Covid,Asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,214
Hombre,31,Pobres extremos,,270834,,,5,4,0,275000,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),214
Mujer,45,Pobres extremos,2e+05,270834,2e+05,,5,4,0,275000,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,214
Mujer,14,Pobres extremos,,270834,,,5,4,0,275000,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,214
Mujer,39,Pobres extremos,,270834,70834,,5,4,0,275000,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,214
Hombre,9,Pobres extremos,,245000,,,4,1,1,250000,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,147
Hombre,34,Pobres extremos,,245000,4167,,4,1,1,250000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,147
Mujer,33,Pobres extremos,,245000,240833,,4,1,1,250000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,147
Hombre,18,No pobres,,1074289,7098,,4,1,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,199
Mujer,38,No pobres,430000,1074289,1054093,180,4,1,0,250000,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,199
Hombre,12,No pobres,,1074289,7098,,4,1,0,250000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,199
Mujer,27,No pobres,,715000,,,3,1,1,240000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,199
Hombre,7,No pobres,,715000,,,3,1,1,240000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,Ninguno (particular),199
Hombre,25,No pobres,7e+05,715000,715000,180,3,1,1,240000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,199
Mujer,51,No pobres,390000,402500,402500,128,1,1,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,174
Hombre,35,No pobres,,697794,358000,,4,1,1,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,174
Mujer,36,No pobres,,697794,83794,,4,1,1,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,174
Mujer,38,Pobres no extremos,,360299,333989,,3,0,0,480000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,185
Mujer,41,Pobres no extremos,,273333,273333,,2,0,0,220000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,185
Mujer,67,No pobres,5e+05,7e+05,620000,180,1,1,0,80000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,185
Mujer,54,No pobres,240000,544167,241667,180,2,2,0,240000,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,185
Hombre,20,Pobres extremos,,0,,,2,0,1,250000,Pobres extremos sin transferencia Covid,Asiste,14,Técnico nivel superior incompleta,Inactivos,Inactivos,,FF.AA. y del Orden y Otro Sistema,95
Mujer,45,Pobres extremos,,0,,,2,0,1,250000,Pobres extremos sin transferencia Covid,No asiste,9,Media humanista incompleta,Desocupados,Desocupados,,FF.AA. y del Orden y Otro Sistema,95
Mujer,60,No pobres,,905412,97500,,3,2,1,80000,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Desocupados,Desocupados,,FONASA,210
Hombre,23,No pobres,,905412,15000,,3,2,1,80000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,210
Hombre,58,No pobres,,905412,10000,,3,2,1,80000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,210
Hombre,35,No pobres,320000,320000,320000,180,2,1,1,1e+05,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,210
Mujer,24,No pobres,,320000,,,2,1,1,1e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,210
Mujer,43,No pobres,3e+05,690417,310417,,2,2,0,165000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,101
Hombre,53,No pobres,380000,690417,380000,180,2,2,0,165000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,101
Mujer,32,No pobres,,599665,179665,,5,2,0,1e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,101
Hombre,44,No pobres,420000,599665,420000,,5,2,0,1e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,101
Mujer,46,No pobres,,894083,127083,,6,2,0,6e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,95
Hombre,62,No pobres,450000,894083,450000,180,6,2,0,6e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,95
Hombre,47,No pobres,,894083,250000,,6,2,0,6e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,95
Mujer,67,No pobres,,894083,,,6,2,0,6e+05,No pobres sin transferencia Covid,No asiste,4,Básica incompleta,Inactivos,Inactivos,,FONASA,95
Mujer,17,Pobres no extremos,,357500,,,3,1,0,170000,Pobres no extremos sin transferencia Covid,Asiste,12,Media humanista completa,Inactivos,Inactivos,,Ninguno (particular),95
Hombre,27,Pobres no extremos,,357500,357500,,3,1,0,170000,Pobres no extremos sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),95
Hombre,43,No pobres,,1401167,7e+05,,5,3,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,95
Mujer,43,No pobres,,1401167,201167,,5,3,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,95
Hombre,26,No pobres,,1401167,5e+05,,5,3,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,95
Mujer,51,No pobres,3e+05,383410,370255,,2,1,0,195000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,95
Hombre,49,Pobres extremos,,60417,41667,,2,2,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,219
Mujer,42,Pobres extremos,,60417,18750,,2,2,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,219
Hombre,12,No pobres,,1284488,,,5,3,0,1e+06,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,219
Hombre,18,No pobres,,1284488,,,5,3,0,1e+06,No pobres sin transferencia Covid,Asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,219
Mujer,20,No pobres,,1284488,8333,,5,3,0,1e+06,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,219
Hombre,47,No pobres,,1284488,750000,,5,3,0,1e+06,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,219
Mujer,37,No pobres,450000,1284488,526155,160,5,3,0,1e+06,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,219
Mujer,62,No pobres,,1023250,,,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,219
Mujer,41,No pobres,306000,1023250,523250,160,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,219
Hombre,34,No pobres,5e+05,1023250,5e+05,180,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,219
Mujer,51,No pobres,3e+05,550000,3e+05,45,4,1,0,,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,577
Hombre,65,No pobres,160000,1149743,160000,76,6,4,0,2e+05,No pobres sin transferencia Covid,No asiste,5,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),177
Hombre,20,No pobres,,1149743,,,6,4,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,177
Hombre,40,No pobres,,1149743,,,6,4,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,177
Mujer,38,No pobres,3e+05,1149743,461310,96,6,4,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,177
Mujer,65,No pobres,,454583,134583,,3,1,1,,No pobres sin transferencia Covid,No asiste,0,Sin educación formal,Inactivos,Inactivos,,FONASA,177
Hombre,25,No pobres,,454583,,,3,1,1,,No pobres sin transferencia Covid,No asiste,14,Profesional incompleto,Desocupados,Desocupados,,FONASA,177
Mujer,43,No pobres,,541667,80000,,3,2,0,304000,No pobres sin transferencia Covid,No asiste,14,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,121
Mujer,12,No pobres,,541667,,,3,2,0,304000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,121
Mujer,39,No pobres,,950000,,,4,3,0,2e+05,No pobres sin transferencia Covid,No asiste,3,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,Isapre,121
Hombre,24,No pobres,450000,950000,450000,,4,3,0,2e+05,No pobres sin transferencia Covid,Asiste,14,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,No sabe,121
Hombre,45,No pobres,5e+05,950000,5e+05,,4,3,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,No sabe,121
Mujer,20,No pobres,,328084,,,2,2,0,250000,No pobres sin transferencia Covid,Asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,121
